,Danceability,Energy,Valence,Tempo,Song ID,Date Added
294,0.49,0.743,0.363,89.974,3RiPr603aXAoi4GHyXx0uy,2019-04-05
295,0.657,0.828,0.566,115.954,6f3Kn4QtwZPU2IvwwDSbLF,2019-03-26
296,0.635,0.828,0.276,149.953,09ISyLOPeuno7kKlzdbZuq,2019-03-23
297,0.72,0.893,0.795,100.96,2QoDAlMnML5haTXvYRS86X,2019-03-19
298,0.622,0.621,0.567,158.946,3qGDwGqdyFq3faUU4BmhdY,2019-03-17
299,0.652,0.557,0.483,150.073,2qxmye6gAegTMjLKEBoR3d,2019-02-10
300,0.57,0.656,0.689,94.401,5TWB3klT4IHTuZPVY4WE5N,2019-01-28
301,0.261,0.255,0.035,118.483,5AuoVuxLFgUSglcKlFT5BL,2019-01-19
302,0.216,0.675,0.0668,90.768,1N2QV5n25zPZccLNRVPliA,2018-12-09
303,0.22,0.244,0.0502,102.066,0ABAGupdNXEdD6Sb6MIXUo,2018-12-09
304,0.38,0.242,0.0546,120.131,4vXFa9cRfxZ8hNYsQCAQzp,2018-12-09
305,0.544,0.883,0.413,151.006,1PdmMZoKB3lUyihCR37eUL,2018-12-06
306,0.341,0.542,0.0635,110.097,1j9hygHMlSWI9PlopV0uqI,2018-12-06
307,0.765,0.813,0.828,101.045,5mmHTQc6A54qkrt2BvfgVA,2018-12-03
308,0.731,0.657,0.49,159.97,2cRgo1TiPm7SnPvYzvbOLf,2018-12-02
309,0.228,0.517,0.204,109.83,6gDTyTnFxpvQtkgGuNWGbE,2018-11-25
310,0.816,0.766,0.696,120.011,77vDHmiANW3JS2gNN5q7pI,2018-11-24
311,0.472,0.791,0.366,104.128,22InRuUErJmKXeK40dugSK,2018-11-22
312,0.608,0.776,0.814,89.996,3C3cr2JQwXIhqAHqOardVO,2018-11-19
313,0.571,0.677,0.134,128.008,2gLkzq894rt2gR4lvZpqE5,2018-11-14
314,0.703,0.66,0.79,95.031,3MoV1UsAJmz64LHqyiRMp0,2018-11-12
315,0.704,0.611,0.22,100.0,2FY7b99s15jUprqC0M5NCT,2018-11-10
316,0.741,0.913,0.816,124.032,1dNKbgVHQKy1DeFZg0vS1k,2018-11-02
317,0.588,0.554,0.496,146.133,0m3Ze0cy8qBHSsV2exAfCw,2018-10-23
318,0.611,0.602,0.624,168.154,3T4UodGkfZObJ43RtA5KFU,2018-10-22
319,0.901,0.481,0.849,145.996,3xhOsf6nid4yJdwfJZ4KmR,2018-10-22
320,0.596,0.854,0.152,120.274,55S2PQgSMYAhgoTCcGCDfw,2018-10-22
321,0.781,0.768,0.486,123.07,5N5k9nd479b1xpDZ4usjrg,2018-10-14
322,0.582,0.925,0.788,95.987,0Q9vbV7G2Q6lts13nY9YGP,2018-10-08
323,0.579,0.904,0.681,82.014,1rqqCSm0Qe4I9rUvWncaom,2018-10-08
324,0.617,0.732,0.723,84.977,3lPj2nA1lIrWIpbnhNG57v,2018-10-07
325,0.761,0.856,0.967,106.009,0gRczqVHrEQQDyizJUtgRc,2018-10-06
326,0.719,0.967,0.964,79.505,5WQ1hIc5d2EVbRQ8qsj8Uh,2018-09-30
327,0.674,0.882,0.682,123.016,6lUY6MoqGgPnA27PHYxem5,2018-09-29
328,0.668,0.863,0.69,119.935,0wFuqny6eRmK3NjXwqyJ1n,2018-09-28
329,0.542,0.45,0.626,144.437,58E1XVmZTODC67YNjneuXM,2018-09-28
330,0.877,0.637,0.569,119.988,1gZ7i4qxXkHZb1r6eioaAP,2018-09-28
331,0.856,0.527,0.386,98.052,0Dc7J9VPV4eOInoxUiZrsL,2018-09-28
332,0.825,0.435,0.243,119.038,5xhQChGGhKLWqBqX4XhtYE,2018-09-28
333,0.779,0.64,0.498,99.019,4TsmezEQVSZNNPv5RJ65Ov,2018-09-28
334,0.752,0.505,0.419,91.97,1wjzFQodRWrPcQ0AnYnvQ9,2018-09-27
335,0.76,0.524,0.112,119.603,1kxeWHF9PrCVZHvVskv8lg,2018-09-26
336,0.51,0.989,0.319,130.018,2hIixlz4vIz12AwrHCh9zz,2018-09-24
337,0.876,0.786,0.575,153.068,60SdxE8apGAxMiRrpbmLY0,2018-09-23
338,0.343,0.945,0.54,176.138,5KjubyAZtsbXKuIy02Qo3N,2018-09-15
339,0.666,0.728,0.51,122.996,6XcfKZvJio9Z0fQy11GnNX,2018-09-15
340,0.408,0.965,0.433,175.958,6yDz7N6UC9juipxecrxJVY,2018-09-11
341,0.597,0.713,0.559,137.959,4402YDOEPG1HiiFVjy07QB,2018-09-03
342,0.633,0.559,0.473,114.987,7vA2Y79Q4bBqdzBCfHeGEe,2018-09-03
343,0.602,0.707,0.554,75.09,58zsLZPvfflaiIbNWoA22O,2018-09-03
344,0.636,0.836,0.715,139.956,7j56HrjR9cGzvekvZY3Faz,2018-09-03
345,0.933,0.819,0.801,124.996,44W4kdPFIt6tRy4cw1mUA6,2018-08-31
346,0.731,0.595,0.362,140.072,44dG97Ge03QyHZBEvYe9N6,2018-08-30
347,0.619,0.628,0.232,127.065,5CNWyTnYtonSKhHUVYnbWW,2018-08-30
348,0.726,0.929,0.212,93.017,0bfKYrMLEDJ4fvcxzrMIwB,2018-08-11
349,0.752,0.764,0.582,121.958,43V1z6QToNNWNldV4FEG6r,2018-08-04
350,0.509,0.883,0.59,89.965,3J2ifKSU6qWOEhwHyOehq2,2018-07-22
351,0.353,0.742,0.166,79.033,2LtbC1NzjiuzLlYe4cRB9Z,2018-07-22
352,0.653,0.81,0.583,121.951,32y9LSjv2Q49T3NnkETXCm,2018-07-19
353,0.559,0.878,0.615,128.033,1OPLF48hCfqeEjlFP3e8xX,2018-07-14
354,0.716,0.628,0.688,97.012,2xw9PXlt8IaCWZjfpJ2HPL,2018-07-13
355,0.601,0.757,0.462,82.001,3SWqGa1J0M7hSBUDM0KePD,2018-06-18
356,0.688,0.688,0.451,114.011,0kHyKhJMukHEPfeh8s7rdM,2018-06-16
357,0.647,0.661,0.725,98.042,0Tfny4ghquVTCqQcMYC9Xr,2018-06-05
358,0.485,0.843,0.602,78.001,6rrKbzJGGDlSZgLphopS49,2018-06-05
359,0.564,0.722,0.276,99.083,1Nj2oBISdFDSF8eDuXcALz,2018-06-03
360,0.697,0.521,0.331,91.998,3C2xQqHVkhA1Ht17SzPRke,2018-05-30
361,0.748,0.652,0.431,106.914,2ARqIya5NAuvFVHSN3bL0m,2018-05-20
362,0.511,0.891,0.536,158.99,2d1VRB0OXkwtMu0OKsxXDW,2018-05-15
363,0.764,0.661,0.479,92.018,0w4m3Xp4svlIoyL94Zjlyd,2018-05-15
364,0.729,0.989,0.84,126.47,51H2y6YrNNXcy3dfc3qSbA,2018-04-25
365,0.534,0.925,0.557,154.072,76mzio0HuYMaCfIDd5EU1w,2018-04-25
366,0.617,0.925,0.564,116.981,0Z4DZo4wUFJhUjKjCtuXUf,2018-04-10
367,0.555,0.844,0.464,105.195,3tSmXSxaAnU1EPGKa6NytH,2018-04-07
368,0.557,0.702,0.538,139.887,7DjSCDnrPVN0lLejJYhJIU,2018-04-03
369,0.52,0.761,0.286,141.971,7vGuf3Y35N4wmASOKLUVVU,2018-02-26
370,0.653,0.941,0.688,110.019,6Z884oSfliz0mKqTJTXrwb,2018-01-07
371,0.719,0.645,0.69,123.02,57yL3161hUMuw06zzzUCHi,2016-12-08
